buyer_identifier,seller_identifier,pns_call_recording_url,mcat_id_x,mcat_name,pns_call_record_started_at,pns_call_record_ended_at,call_duration,pns_call_caller_city_id,city_name,state_name,pns_custtype_id,pns_call_modrefname,pns_call_source_modid,seller_vintage_days,pns_call_ring_duration,mcat_id_y,url,gcs_path,Signed_URL
239205760,199145744,https://openapi.airtel.in/gateway/airtel-xchange/call/recording?token=XSozh4ATtnka/cY4NT9sTtQGTgVxQXuy0EDTyEbPspMSYVHSCZ59mOKuAv4aecYhdkJ9X9al/0mOG7vIOC5I6lzI102aFWBDLB9dDlrlXDqPMsdfY8uoIvrL4CirTug6,10803,Human Hair Extension,17:09:05,17:11:29,143,70532,Bengaluru,Karnataka,42,"Straight 6D 2 Gen Hair Extensions Set, For Parlour, 36 inch",IMOB,,9,10803,https://openapi.airtel.in/gateway/airtel-xchange/call/recording?token=XSozh4ATtnka/cY4NT9sTtQGTgVxQXuy0EDTyEbPspMSYVHSCZ59mOKuAv4aecYhdkJ9X9al/0mOG7vIOC5I6lzI102aFWBDLB9dDlrlXDqPMsdfY8uoIvrL4CirTug6,gs://im-model-product/pns/e37e11cbf32a558e21400ec101b1943e16b0360e3a1ee216263dd3ed0838bc5f.mp3,https://storage.googleapis.com/im-model-product/pns/e37e11cbf32a558e21400ec101b1943e16b0360e3a1ee216263dd3ed0838bc5f.mp3?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=mayank-docker%40model-product.iam.gserviceaccount.com%2F20251205%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20251205T080829Z&X-Goog-Expires=604800&X-Goog-SignedHeaders=host&X-Goog-Signature=456a74d498b24e350aaf3bbf82280d23da83d7d2bb4e2c804fa44d11dbfc40cc3bdd71d6862db704e997bfadb7f796a5f4db6d11f2fe10bf6fbebdc48b0b04c67242166683f4df46bdfa5c92143e121b80bc7b9cba1c31b5e2085ebda1578057b38bc8c28de1d30db39244a416575022339db810e469b089d43019c457e4eff68e5e22bc5fbf8f269a877ee08484feff8d6d8b49b6bf5bd1cbed9165043cf53348253eb670bd28b962d4cf6b82ffc68000e948235106c237349e6768e059d23e75715b2074e58f88ba747837fd6c02b4dbdc9169c2b0af51623346156ce01909c36f1e2def8327f3a4ba27d3aa8389ace97173af6cdd865b78f5ee829ee9b04b
247916870,120472003,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=XSozh4ATtnka/cY4NT9sTtQGTgVxQXuy0EDTyEbPspO6GW2fmG89Rk18sOPUFVfhnVF2zJFLbamEIQOuSHXWxEzRGzeER5lRGMqnGrLxqkePMsdfY8uoIvrL4CirTug6,208751,Bougainvillea Plant,12:53:35,12:55:32,116,70630,Pune,Maharashtra,2,Bougainvillea Flower Plant,IMOB,1309,10,208751,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=XSozh4ATtnka/cY4NT9sTtQGTgVxQXuy0EDTyEbPspO6GW2fmG89Rk18sOPUFVfhnVF2zJFLbamEIQOuSHXWxEzRGzeER5lRGMqnGrLxqkePMsdfY8uoIvrL4CirTug6,gs://im-model-product/pns/c13ef10ae0775aec291b5a55b6335e1965a6d373035e73ca2f2d10191fc9c85e.mp3,https://storage.googleapis.com/im-model-product/pns/c13ef10ae0775aec291b5a55b6335e1965a6d373035e73ca2f2d10191fc9c85e.mp3?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=mayank-docker%40model-product.iam.gserviceaccount.com%2F20251205%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20251205T080829Z&X-Goog-Expires=604800&X-Goog-SignedHeaders=host&X-Goog-Signature=1c13c823ac07a9ed10c97844e7626161f1d409ea4c81e9d9917c418974caa1c4863d81268bdbf15164d826d3ded1e70a042f2b929f190fbf36e0798308b88bb4f675a241247de7b7225e1e6e15385c3183bfcae763f2ddd5ac28e2cba9b6f8fd012c75a00959dc30eb726018ce948ceb87c33600c4a36b472d7c2680b8acb58ddbd52ba76ef123185caa3844dbbdc5927f6c503fac820c4008af399dcc15537011d9c02e2c2bc10811ee9d490ae161f69b2b8faaeddc203be9d70c97b9aa432cc566696e7eb4727bd34860917cf4715ed1257a8779c007f903d01ea8f01680c968023fdd71a5515918040b87157716a995d184904f3a65d2dc6f6b51db7f029d
210319562,74136842,https://openapi.airtel.in/gateway/airtel-xchange/call/recording?token=XSozh4ATtnka/cY4NT9sTtQGTgVxQXuy0EDTyEbPspN48dtKVX0shLvrlBx51whFuiLKwippXP0EQWisPPspO900qYPPcLVC79tSLbbitFyPMsdfY8uoIvrL4CirTug6,180656,Kids Cotton T Shirts,16:47:27,16:50:23,175,70588,Bhopal,Madhya Pradesh,2,Green Kids Cotton T Shirt Short Set,IOS,129,21,180656,https://openapi.airtel.in/gateway/airtel-xchange/call/recording?token=XSozh4ATtnka/cY4NT9sTtQGTgVxQXuy0EDTyEbPspN48dtKVX0shLvrlBx51whFuiLKwippXP0EQWisPPspO900qYPPcLVC79tSLbbitFyPMsdfY8uoIvrL4CirTug6,gs://im-model-product/pns/f0a752c9e88882b735cd61ee8aaf219b65a1ab735a39c26ea14bad71e4434031.mp3,https://storage.googleapis.com/im-model-product/pns/f0a752c9e88882b735cd61ee8aaf219b65a1ab735a39c26ea14bad71e4434031.mp3?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=mayank-docker%40model-product.iam.gserviceaccount.com%2F20251205%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20251205T080829Z&X-Goog-Expires=604800&X-Goog-SignedHeaders=host&X-Goog-Signature=562d6bb2339b8f2e2dacf2697b54a6c426f1d34abcd8c914637b51b3d72243a66cb2b87c93737d88c4be7a3f6f2786d9b247b1143514cdc82431a3a00cd729c4b98a16120e0293b968920b2fb3c9173aa0661eb676914961d11797d985d3ec639733af22d58fa4574171589da34f16ef891f2f098968f0fc9ee025cc192c46a8b1f7a7a0e3aaf1e206b5787782ef35d8e226fbe5bc0988040a3f3c03c2f4f95bd985acd04fc7172f600f75d96fd3926acaf35159a9d4b956bffebe9ab34c9ddc12171f59693623479fe6d645adf4f5644733f0cf0617fd1ad6ca7f2d784da17a1d65a01c7fee82056728c4546dbab186b3bbcd4e259c5007c44bcb756a6250a4
82672073,91223134,https://openapi.airtel.in/gateway/airtel-xchange/call/recording?token=XSozh4ATtnka/cY4NT9sTtQGTgVxQXuy0EDTyEbPspM2QLsbRBVonicLK9neJ/Bl/9ce8EE0FvsqVaUYy/fR5/LPPNBw1n6e0N2VedL8 6uPMsdfY8uoIvrL4CirTug6,34164,Packaging Containers,15:16:09,15:18:10,121,70469,New Delhi,Delhi,12,Black Rec. Container 650gm,IMOB,1973,8,34164,https://openapi.airtel.in/gateway/airtel-xchange/call/recording?token=XSozh4ATtnka/cY4NT9sTtQGTgVxQXuy0EDTyEbPspM2QLsbRBVonicLK9neJ/Bl/9ce8EE0FvsqVaUYy/fR5/LPPNBw1n6e0N2VedL8 6uPMsdfY8uoIvrL4CirTug6,gs://im-model-product/pns/5b3feade7873d6989774a513c93b6a6315bcc77f3ea0756a306a6691ec67a485.mp3,https://storage.googleapis.com/im-model-product/pns/5b3feade7873d6989774a513c93b6a6315bcc77f3ea0756a306a6691ec67a485.mp3?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=mayank-docker%40model-product.iam.gserviceaccount.com%2F20251205%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20251205T080829Z&X-Goog-Expires=604800&X-Goog-SignedHeaders=host&X-Goog-Signature=2f7c7188af43e9b8012a2942c854f772779f96293e933ea2dfe01b2b87e9a9886a05facba8820ae305d4c438d7a9e41aabd8ab44e7e2515d2a7a0f490fafc1cf63aab7af8732807d003860be42a7d3cdc3a45c3b979453684fe00d5f9b3a629f8c3ec3ad21bf5cd7a2c8fde609c184196754ef1db48551b090da3eb6ec8d2076d39c31807710156acf53e2eaa2a43ba1ba981a2e8298a9cfb1a0f6441a41dfe2395a84a4f63892c6a567f968c333158bdd8e381e6de876bc142aa8f37db6c9e1460f78c78f8d173a710c19a204469a813e8a15b0b41b932b9efb48c8414f672a61d4b6d4c9fb3691b168eaa8778ac6447d4770eda6744e8059e0cdd478e6b2ff
78880053,123335792,https://openapi.airtel.in/gateway/airtel-xchange/call/recording?token=XSozh4ATtnka/cY4NT9sTtQGTgVxQXuy0EDTyEbPspOU5OV29hd5JsYBnErDadtWErw63T2Xb2TAC12U dB7uchI3UztR4IsdrNErO3NKESPMsdfY8uoIvrL4CirTug6,39239,Subwoofer,18:09:24,18:10:45,80,96475,Meghraj,Gujarat,1,Milton: 20 Watt 4 Ohm 4 Inch Subwoofer,IMOB,657,8,39239,https://openapi.airtel.in/gateway/airtel-xchange/call/recording?token=XSozh4ATtnka/cY4NT9sTtQGTgVxQXuy0EDTyEbPspOU5OV29hd5JsYBnErDadtWErw63T2Xb2TAC12U dB7uchI3UztR4IsdrNErO3NKESPMsdfY8uoIvrL4CirTug6,gs://im-model-product/pns/b54021e2edd58273a9ef0bcd93d85b5ce6123093639352727367e315ef41dcbe.mp3,https://storage.googleapis.com/im-model-product/pns/b54021e2edd58273a9ef0bcd93d85b5ce6123093639352727367e315ef41dcbe.mp3?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=mayank-docker%40model-product.iam.gserviceaccount.com%2F20251205%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20251205T080829Z&X-Goog-Expires=604800&X-Goog-SignedHeaders=host&X-Goog-Signature=4290f383d9842ea519da053609c78ceba6a96b466c4672cd7e18e691c77ae13178025f17c98aae4e89cf33e8e3db049c0abef4b1ae05f88c596c9f4aebcfbb279cf1d7b5e6fd1763d85c6241ade88ebd6468ab4727265eff712613e3fcc30cacd6c42d9fec707e695f978ad1e71c64e71bc2ece82285edd659af923e03eb2aa0652860f4b6eb4e3eb05b1a3cf83e9cceb5d703a59f4cd5169314369151355f12465443bf9b30fc802336fbd3da3bbbbefd353d938d5daa07a751e27e49494e40655753f9b169bc7695ba9680fdc07eb4d52a8b29f427a5dae1c07edc156a81f0aed9107f586465c981507010e3a28665b171b264b96b5b5b55fc44a3fba155d9
240473421,145764081,https://openapi.airtel.in/gateway/airtel-xchange/call/recording?token=XSozh4ATtnka/cY4NT9sTtQGTgVxQXuy0EDTyEbPspN7fh0KHWkCzQo6wp4QEOyvcQqLt0nEwfHe4fK1FzUIBVgX3Z/4CCslrftLPGXvrsyPMsdfY8uoIvrL4CirTug6,10803,Human Hair Extension,11:48:15,11:50:08,112,,,,1,Women Full Hair Extension,IMOB,1100,12,10803,https://openapi.airtel.in/gateway/airtel-xchange/call/recording?token=XSozh4ATtnka/cY4NT9sTtQGTgVxQXuy0EDTyEbPspN7fh0KHWkCzQo6wp4QEOyvcQqLt0nEwfHe4fK1FzUIBVgX3Z/4CCslrftLPGXvrsyPMsdfY8uoIvrL4CirTug6,gs://im-model-product/pns/6079051ad1d09f8668e676af339a0631f4ea0e11006e1c5ea5b31b37c96d3fb1.mp3,https://storage.googleapis.com/im-model-product/pns/6079051ad1d09f8668e676af339a0631f4ea0e11006e1c5ea5b31b37c96d3fb1.mp3?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=mayank-docker%40model-product.iam.gserviceaccount.com%2F20251205%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20251205T080829Z&X-Goog-Expires=604800&X-Goog-SignedHeaders=host&X-Goog-Signature=91bfbaa866fb45c71e74708370f42d515322372c07acdf70283207a586138e9df4b207234acf1b2351a4c2cd0940585e4555538dfa5778d247fab79cd2bdb3e72dc0b1b47f29b5ee803ea221048f2e0fb870674060934035d22543cb15e3eeeb9a75eedbcac112b8591379eea468b4c9eaefef04afead410a5e433d039f5e235316786a343a873e86eafab88e50c73414f437ec4ea6c0b17296aafffea367a678f02cb883498f46c4996a2ae555f654807d13aaef558b2ef6ddfecf597c648d6e96bb17df020071344e27d55a8bea13c32a2174c62a4ccfd672b7416b0180084568d53fd94bad2fa5a8398735827b33708860dfbafc34c26472eafa7c47eb756
212352011,3812720,https://openapi.airtel.in/gateway/airtel-xchange/call/recording?token=XSozh4ATtnka/cY4NT9sTtQGTgVxQXuy0EDTyEbPspP/RvzN2oIlSul8x9sPNsqyFtkyjXlIJllyA45b05dqWIuhiIOiMwj1eNkAAoQSxe2PMsdfY8uoIvrL4CirTug6,9174,Herbal Cream,21:10:49,21:12:59,128,70551,Shivamogga,Karnataka,42,Swetha Ointment,IMOB,,18,9174,https://openapi.airtel.in/gateway/airtel-xchange/call/recording?token=XSozh4ATtnka/cY4NT9sTtQGTgVxQXuy0EDTyEbPspP/RvzN2oIlSul8x9sPNsqyFtkyjXlIJllyA45b05dqWIuhiIOiMwj1eNkAAoQSxe2PMsdfY8uoIvrL4CirTug6,gs://im-model-product/pns/8d341989324fbd6bd60f8f4c9b36aac07834d4e2018c1da4051a4843795becd3.mp3,https://storage.googleapis.com/im-model-product/pns/8d341989324fbd6bd60f8f4c9b36aac07834d4e2018c1da4051a4843795becd3.mp3?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=mayank-docker%40model-product.iam.gserviceaccount.com%2F20251205%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20251205T080829Z&X-Goog-Expires=604800&X-Goog-SignedHeaders=host&X-Goog-Signature=0eef8d5c24f57bf587d5662f00aa3af9d64f2fb89900f513a2f80fa4b8d7f31d83f4e497dd1ae8407da3b389282f2ed98238315e7c111ca29764971bf9c18f83447886b7c540d6c54f5230b67c32981c55ba36d32637ef212b62a3081958fe8cba7ff6a31a92fee7e33a797f9c40a4c6205250c1fdd5c97281b8323a89cceceab33659afc975317b7f2eaf0fa3f4fca9e7f0f367d3ef27012f7c0ed1b0494cb92f700fc66508604be030d47e360bcbc3620f4ae2ae8b05a132b24bd140f44d501b8de05058990bb368e2390e94d267ee496c118bb9ec4151b375edca6e38d3f1cdc66063eacc4585535a14b8671f415857196fb283d493329d5dec90565ed87d
126570152,118369149,https://openapi.airtel.in/gateway/airtel-xchange/call/recording?token=XSozh4ATtnka/cY4NT9sTtQGTgVxQXuy0EDTyEbPspNV7dUq0ZoUULgiklcUw4/k847nX69iZEm07bqSlM4q2rkO1bWEhhvdFDCSbq9Imw6PMsdfY8uoIvrL4CirTug6,141363,Rifle Rack,18:27:46,18:29:58,131,73675,Gonda,Uttar Pradesh,1,Steel Rifle Racks,IMOB,1086,17,141363,https://openapi.airtel.in/gateway/airtel-xchange/call/recording?token=XSozh4ATtnka/cY4NT9sTtQGTgVxQXuy0EDTyEbPspNV7dUq0ZoUULgiklcUw4/k847nX69iZEm07bqSlM4q2rkO1bWEhhvdFDCSbq9Imw6PMsdfY8uoIvrL4CirTug6,gs://im-model-product/pns/379f4e6c63776d5a85b9cbb1039f3b2d41e0062a263ec7d2f0691beeff78dd53.mp3,https://storage.googleapis.com/im-model-product/pns/379f4e6c63776d5a85b9cbb1039f3b2d41e0062a263ec7d2f0691beeff78dd53.mp3?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=mayank-docker%40model-product.iam.gserviceaccount.com%2F20251205%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20251205T080829Z&X-Goog-Expires=604800&X-Goog-SignedHeaders=host&X-Goog-Signature=3ca32ed23da868e22e27a760057c5c002a851aacb4e753d82952136f42b1e6759569899f264e8419dc627598b0bcfb8a5dd004a4b214a4afd84d9446c6dd52b2dee14990201f13f2f992e5715f7fc742e930d3e10c28ac0cc9625f2c3173e01b428bb7c870a9dbd9992c9b1120597aa372354e58b4b151a4b2cffdaeb63282ab7ae5e3fc71437b5f862548f1c0047ddf0df7563f2496c184661f75b5b849696fd833f3a599008fc3469b369e03d3e88e83f8a9e600ef5910571e159bae00962de4011802cc9d1d72ce2b66adca89a685299c39841ae65d85b03274503f8db7acc7db628d6eb1a9ee80e869d423c38de9c02677003d7753866a89da1cf216d37f
2020252,19578709,https://openapi.airtel.in/gateway/airtel-xchange/call/recording?token=XSozh4ATtnka/cY4NT9sTtQGTgVxQXuy0EDTyEbPspMFahH4jXTHXbFb4jXrU1ioH0KWq/R4e8T8E5rrMgwHYqzOhLjJlIw4eOzUjENFL3qPMsdfY8uoIvrL4CirTug6,183071,Digital Earth Resistance Tester,14:28:52,14:30:19,87,70701,Coimbatore,Tamil Nadu,12,Digital Earth Resistance Tester SF00001883,PRODDTL,3264,9,183071,https://openapi.airtel.in/gateway/airtel-xchange/call/recording?token=XSozh4ATtnka/cY4NT9sTtQGTgVxQXuy0EDTyEbPspMFahH4jXTHXbFb4jXrU1ioH0KWq/R4e8T8E5rrMgwHYqzOhLjJlIw4eOzUjENFL3qPMsdfY8uoIvrL4CirTug6,gs://im-model-product/pns/95646f90a8bb870b2b7f5cffd147449a73851f168a8b38c150de8db6b6bcf86d.mp3,https://storage.googleapis.com/im-model-product/pns/95646f90a8bb870b2b7f5cffd147449a73851f168a8b38c150de8db6b6bcf86d.mp3?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=mayank-docker%40model-product.iam.gserviceaccount.com%2F20251205%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20251205T080830Z&X-Goog-Expires=604800&X-Goog-SignedHeaders=host&X-Goog-Signature=290c322b8c96d548a900f635e18d516c38dd88127fa636fde8da30a4f95738372e45ab882d1b13528e18f3798e71dd83dfe56108b71f8545bc1dc6ec940db601081d80b3c918ecff01822921169dcb9142b88313b8b099e603dab5311311762f6ff941e86ab0d5efa8e56230c03dffca34591c09125c0ce814c43ea086cbe9ff138e4bed7336a89fddc6da2df7ff285ea859b96df4ec1de58144a83e8fe184cb0ca050cc6853ea9475a98663cb91e604cdd3044513c8cecf70ecb6bb70d2cfdecf7dbb62c493736235e1b70c9ab3eb21f7dc6e86a9ac7b23fdff984ae162542c60e883b2df3cacdbce5f5963eb4271ae4af711c44e46006a0337b773b42874eb
11652736,120893411,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=XSozh4ATtnka/cY4NT9sTtQGTgVxQXuy0EDTyEbPspNAEHrtPxe1 ko1HMBG07GugHUwTkLajFk6DBzhJCkADGOtSqSjhDu8BtTVANNschOPMsdfY8uoIvrL4CirTug6,3878,CNC Machines,10:33:29,10:35:58,147,70473,Anand,Gujarat,12,Electronica CNC Wire Cut EDM Machine,IMOB,1261,11,3878,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=XSozh4ATtnka/cY4NT9sTtQGTgVxQXuy0EDTyEbPspNAEHrtPxe1 ko1HMBG07GugHUwTkLajFk6DBzhJCkADGOtSqSjhDu8BtTVANNschOPMsdfY8uoIvrL4CirTug6,gs://im-model-product/pns/8992c5495b9da147d63964bd7c7da5eef2eb77b3c2c2c4a1c2ff2a3f32385018.mp3,https://storage.googleapis.com/im-model-product/pns/8992c5495b9da147d63964bd7c7da5eef2eb77b3c2c2c4a1c2ff2a3f32385018.mp3?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=mayank-docker%40model-product.iam.gserviceaccount.com%2F20251205%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20251205T080830Z&X-Goog-Expires=604800&X-Goog-SignedHeaders=host&X-Goog-Signature=5efe9912413ece180fbdfc084c0b854e9321a9e78553932452497bd16a0a9261e2544c1122bebff05722c030d5f1e973a3202276e14a15649aafa970ddbee3b65288e72cc4efe762ff39e81e8e04247bdab2d191157756f968686a1b3ae4b6345d334a3307961f521444d55e06fef599caf01231d5331fedd2c4cc1f9b8ff869a9a230ac183544a91673506cfc81e00aff37f1644517009b296684edb19c97ea676ce39079fa0d2f58a6613ae4648d71f52a130e4196af6d242b78ccb69d1aec2f4b61a65d237f48b9fca0950452f722fe350a694cb86f81caa99968366332f6d06ecb751cd762dd76ccaf539976135b8c73c6f86ff63122e8b19de07c163f3e
27667476,65073443,https://openapi.airtel.in/gateway/airtel-xchange/call/recording?token=XSozh4ATtnka/cY4NT9sTtQGTgVxQXuy0EDTyEbPspN7XYKIRvgVnZ3TrfvvzNHQRhb6YiBiNvxMeZHBcmrdIQ0fejovbReMdBVs9io6mjmPMsdfY8uoIvrL4CirTug6,727,Henna Hair Color,15:09:31,15:12:09,157,70633,Satara,Maharashtra,51,"Hair Henna Mehendi Powder, Shreemati",ANDROID,,13,727,https://openapi.airtel.in/gateway/airtel-xchange/call/recording?token=XSozh4ATtnka/cY4NT9sTtQGTgVxQXuy0EDTyEbPspN7XYKIRvgVnZ3TrfvvzNHQRhb6YiBiNvxMeZHBcmrdIQ0fejovbReMdBVs9io6mjmPMsdfY8uoIvrL4CirTug6,gs://im-model-product/pns/f50c2ac63b50b6753286777613fb701ad14ceac7e3bfb14f6a854858ff9603b1.mp3,https://storage.googleapis.com/im-model-product/pns/f50c2ac63b50b6753286777613fb701ad14ceac7e3bfb14f6a854858ff9603b1.mp3?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=mayank-docker%40model-product.iam.gserviceaccount.com%2F20251205%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20251205T080830Z&X-Goog-Expires=604800&X-Goog-SignedHeaders=host&X-Goog-Signature=0dae05067e021048f4085d214c0165767ebd9dcea2e548089bc91bdce099aac8bd1da0b3349d7c0590715495bae2a62cc41499a9d7105f5cd0620a773d6b4fa01aa1cf1543eab9eb4c6d9c3248939639b68a75cbb2e28bdf010d9b85ef58caa6e4c2fe23756888520149947da2a5944b01bcb63475ce1457c9588179111507f33693c14473b97e078dfcc52aecdeb4af8ee8efd4332b0f85657d86e13736d9ba7db8a11491d937eb0416e9622fb75a1807e2ff85166e0cb8e1873b4071701febd4f19792ede7708d94bf45e2090cfd7e3feb7a96bd5853447480e3012fd85e0994fe0de5265118bc2efdc1ca63c69b76c1dfad9f411695e944fd92c20d0ec200
44145746,2151709,https://openapi.airtel.in/gateway/airtel-xchange/call/recording?token=XSozh4ATtnka/cY4NT9sTtQGTgVxQXuy0EDTyEbPspPwpCKqisSUnemXl94ZRLa3VnjUUoJ0lhlo2zH5 JbYTWWp5wHXp3S3HmyNrUN6IMiPMsdfY8uoIvrL4CirTug6,162932,Stainless Steel Bench,13:13:46,13:17:40,233,70743,Kanpur,Uttar Pradesh,1,4 Seater Stainless Steel Bench,IMOB,918,5,162932,https://openapi.airtel.in/gateway/airtel-xchange/call/recording?token=XSozh4ATtnka/cY4NT9sTtQGTgVxQXuy0EDTyEbPspPwpCKqisSUnemXl94ZRLa3VnjUUoJ0lhlo2zH5 JbYTWWp5wHXp3S3HmyNrUN6IMiPMsdfY8uoIvrL4CirTug6,gs://im-model-product/pns/b771d96965034c3a4ec0f7a515f4db7e9b0c7b1058f58297df77e14950bb4280.mp3,https://storage.googleapis.com/im-model-product/pns/b771d96965034c3a4ec0f7a515f4db7e9b0c7b1058f58297df77e14950bb4280.mp3?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=mayank-docker%40model-product.iam.gserviceaccount.com%2F20251205%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20251205T080830Z&X-Goog-Expires=604800&X-Goog-SignedHeaders=host&X-Goog-Signature=72a28541152573d86fa5234a3d42044f580789e2c235d0029b8646daff70b1cc1c6e291e425108fec7528c9acd720a5383cf8b555a57fdee3fa63d8f3f22e0a35c9130cfefb945482c2f0c46db100d14ddef0becc0bb212474523a4a03864f586b637996581349705506bf93a65c5e18b950c54c8f8e19a1bac7918ca8be28424a1eb4b7c87e876a17130b0203f314d75cb089264e0f0bdb21b4983dd99e522c201cae7fb67aac6d148b05bcbc20cd4d067f16948330cba0c2b4ab7e0b697e73535711a33f0b14685ba9e5a2d1c112bb159199a24b52d38f18fb59a43869e952a83a665e9567ac481a95f5f7d4c4d4bd4a78c3c71200c8e7bb79eb2e7dad7e2c
136553627,27822724,https://openapi.airtel.in/gateway/airtel-xchange/call/recording?token=XSozh4ATtnka/cY4NT9sTtQGTgVxQXuy0EDTyEbPspNTW WfNBzGgpLQb fu4JZhQmo/80BALU9NvV5lcKJgPjytoO7LM4rV4p3Z1qfJdjWPMsdfY8uoIvrL4CirTug6,208751,Bougainvillea Plant,21:15:08,21:18:44,215,73772,Nagaon,Assam,1,Bougainvillea,IMOB,1895,14,208751,https://openapi.airtel.in/gateway/airtel-xchange/call/recording?token=XSozh4ATtnka/cY4NT9sTtQGTgVxQXuy0EDTyEbPspNTW WfNBzGgpLQb fu4JZhQmo/80BALU9NvV5lcKJgPjytoO7LM4rV4p3Z1qfJdjWPMsdfY8uoIvrL4CirTug6,gs://im-model-product/pns/13bfcab6bad7b0a41aa4b7b0a389cb445965da9472198fb6bbf122ba1cc10761.mp3,https://storage.googleapis.com/im-model-product/pns/13bfcab6bad7b0a41aa4b7b0a389cb445965da9472198fb6bbf122ba1cc10761.mp3?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=mayank-docker%40model-product.iam.gserviceaccount.com%2F20251205%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20251205T080830Z&X-Goog-Expires=604800&X-Goog-SignedHeaders=host&X-Goog-Signature=32033d33f1665a1ca1d86488668852d178fedfe7f6afea519716dd6b21777368c3c643ab15909398e4b3e6f044d9016de673bf693eb146b8ce898225c5e93a15c251389e67096ab6bd0411c8ccceacb1ff49f06b71d69d669fb6ad95d8c105d32fc0e434aef617f1e70d903a5dd633ee62c093f86325e8865ca5f314db6eecb1c1cc10f696bc209b9ea48cfadddb3126a3ed3cf2c749bfe25d562789015e7461811b1b7dac1831798db6210da348f8c0d7a10851989e974b5a75645c2cd47e4e08b66b78d184cbfde5f29e34befa237bd3db7fdf128dcdc892af403c32fa8eb5f6139719aa224d4a3d1d5998ac1788f6dcb8c18ce842361373c7f8f136d278b0
